Date,Open,High,Low,Close,Adj Close,Volume
2019-10-25,297.720001,330.000000,296.109985,328.130005,328.130005,30006100
2019-10-28,327.540009,340.839996,322.600006,327.709991,327.709991,18870300
2019-10-29,319.989990,324.299988,314.750000,316.220001,316.220001,12684300
2019-10-30,313.000000,318.790009,309.970001,315.010010,315.010010,9641800
2019-10-31,313.100006,319.000000,313.000000,314.920013,314.920013,5067000
2019-11-01,316.320007,316.480011,309.799988,313.309998,313.309998,6383900
2019-11-04,314.799988,321.940002,309.260010,317.470001,317.470001,8787000
2019-11-05,319.619995,323.510010,316.119995,317.220001,317.220001,6943400
2019-11-06,318.000000,326.720001,314.500000,326.579987,326.579987,7940900
2019-11-07,329.140015,341.500000,328.019989,335.540009,335.540009,14467300
2019-11-08,334.500000,337.459991,332.500000,337.140015,337.140015,6069200
2019-11-11,343.950012,349.190002,342.000000,345.089996,345.089996,9986700
2019-11-12,346.899994,350.369995,344.040009,349.929993,349.929993,7359400
2019-11-13,355.000000,356.329987,345.179993,346.109985,346.109985,8420100
2019-11-14,346.109985,353.839996,342.910004,349.350006,349.350006,6464900
2019-11-15,350.640015,352.799988,348.359985,352.170013,352.170013,4809000
2019-11-18,352.920013,353.149994,346.100006,349.989990,349.989990,4400400
2019-11-19,351.750000,359.989990,347.799988,359.519989,359.519989,7724800
2019-11-20,360.000000,361.200012,349.570007,352.220001,352.220001,6725100
2019-11-21,354.510010,360.839996,354.000000,354.829987,354.829987,6110000
2019-11-22,340.160004,341.000000,330.000000,333.040009,333.040009,16870600
2019-11-25,344.320007,344.570007,334.459991,336.339996,336.339996,12339500
2019-11-26,335.269989,335.500000,327.100006,328.920013,328.920013,7947400
2019-11-27,331.119995,333.929993,328.570007,331.290009,331.290009,5555600
2019-11-29,331.109985,331.260010,327.500000,329.940002,329.940002,2465600
2019-12-02,329.399994,336.380005,328.690002,334.869995,334.869995,6074500
2019-12-03,332.619995,337.910004,332.190002,336.200012,336.200012,6573700
2019-12-04,337.750000,337.859985,332.850006,333.029999,333.029999,5533000
2019-12-05,332.829987,334.420013,327.250000,330.369995,330.369995,3724600
2019-12-06,335.000000,338.859985,334.769989,335.890015,335.890015,7612400
2019-12-09,336.589996,344.450012,335.079987,339.529999,339.529999,9023100
2019-12-10,339.959991,350.730011,339.309998,348.839996,348.839996,8828300
2019-12-11,351.880005,357.190002,351.089996,352.700012,352.700012,6897800
2019-12-12,354.920013,362.739990,353.230011,359.679993,359.679993,7763900
2019-12-13,361.049988,365.209991,354.640015,358.390015,358.390015,6570900
2019-12-16,362.549988,383.609985,362.500000,381.500000,381.500000,18174200
2019-12-17,378.989990,385.500000,375.899994,378.989990,378.989990,8496800
2019-12-18,380.630005,395.220001,380.579987,393.149994,393.149994,14121000
2019-12-19,397.320007,406.850006,396.500000,404.040009,404.040009,18107100
2019-12-20,410.290009,413.000000,400.190002,405.589996,405.589996,14752700
2019-12-23,411.779999,422.010010,410.000000,419.220001,419.220001,13319600
2019-12-24,418.359985,425.470001,412.690002,425.250000,425.250000,8054700
2019-12-26,427.910004,433.480011,426.350006,430.940002,430.940002,10633900
2019-12-27,435.000000,435.309998,426.109985,430.380005,430.380005,9945700
2019-12-30,428.790009,429.000000,409.260010,414.700012,414.700012,12586400
2019-12-31,405.000000,421.290009,402.079987,418.329987,418.329987,10285700
2020-01-02,424.500000,430.700012,421.709991,430.260010,430.260010,9532100
2020-01-03,440.500000,454.000000,436.920013,443.010010,443.010010,17778500
2020-01-06,440.470001,451.559998,440.000000,451.540009,451.540009,10133000
2020-01-07,461.399994,471.630005,453.359985,469.059998,469.059998,17882100
2020-01-08,473.700012,498.489990,468.230011,492.140015,492.140015,31144300
2020-01-09,497.100006,498.799988,472.869995,481.339996,481.339996,28440400
2020-01-10,481.790009,484.940002,473.700012,478.149994,478.149994,12959500
2020-01-13,493.500000,525.630005,492.000000,524.859985,524.859985,26517600
2020-01-14,544.260010,547.409973,524.900024,537.919983,537.919983,28996200
2020-01-15,529.760010,537.840027,516.789978,518.500000,518.500000,17368800
2020-01-16,493.750000,514.460022,492.170013,513.489990,513.489990,21736700
2020-01-17,507.609985,515.669983,503.160004,510.500000,510.500000,13629100
2020-01-21,530.250000,548.580017,528.409973,547.200012,547.200012,17803500
2020-01-22,571.890015,594.500000,559.099976,569.559998,569.559998,31369000
2020-01-23,564.250000,582.000000,555.599976,572.200012,572.200012,19651000
2020-01-24,570.630005,573.859985,554.260010,564.820007,564.820007,14353600
2020-01-27,541.989990,564.440002,539.280029,558.020020,558.020020,13608100
2020-01-28,568.489990,576.809998,558.080017,566.900024,566.900024,11788500
2020-01-29,575.690002,589.799988,567.429993,580.989990,580.989990,17801500
2020-01-30,632.419983,650.880005,618.000000,640.809998,640.809998,29005700
2020-01-31,640.000000,653.000000,632.520020,650.570007,650.570007,15719300
2020-02-03,673.690002,786.140015,673.520020,780.000000,780.000000,47233500
2020-02-04,882.960022,968.989990,833.880005,887.059998,887.059998,60938800
2020-02-05,823.260010,845.979980,704.109985,734.700012,734.700012,48423800
2020-02-06,699.919983,795.830017,687.000000,748.960022,748.960022,39880800
2020-02-07,730.549988,769.750000,730.000000,748.070007,748.070007,17063500
2020-02-10,800.000000,819.989990,752.400024,771.280029,771.280029,24689200
2020-02-11,768.789978,783.510010,758.000000,774.380005,774.380005,11697500
2020-02-12,777.869995,789.750000,763.369995,767.289978,767.289978,12022500
2020-02-13,741.840027,818.000000,735.000000,804.000000,804.000000,26289300
2020-02-14,787.219971,812.969971,785.500000,800.030029,800.030029,15656900
2020-02-18,841.599976,860.000000,832.359985,858.400024,858.400024,16381700
2020-02-19,923.500000,944.780029,901.020020,917.419983,917.419983,25423000
2020-02-20,911.950012,912.000000,859.940002,899.409973,899.409973,17634900
2020-02-21,906.979980,913.059998,880.450012,901.000000,901.000000,14314800
2020-02-24,839.000000,863.500000,822.200012,833.789978,833.789978,15192200
2020-02-25,849.000000,856.599976,787.000000,799.909973,799.909973,17290500
2020-02-26,782.500000,813.309998,776.109985,778.799988,778.799988,14085500
2020-02-27,730.000000,739.770020,669.000000,679.000000,679.000000,24149300
2020-02-28,629.700012,690.520020,611.520020,667.989990,667.989990,24564200
2020-03-02,711.260010,743.690002,686.669983,743.619995,743.619995,20195000
2020-03-03,805.000000,806.979980,716.109985,745.510010,745.510010,25784000
2020-03-04,763.960022,766.520020,724.729980,749.500000,749.500000,15049000
2020-03-05,723.770020,745.750000,718.070007,724.539978,724.539978,10852700
2020-03-06,690.000000,707.000000,684.270020,703.479980,703.479980,12662900
2020-03-09,605.390015,663.000000,605.000000,608.000000,608.000000,17073700
2020-03-10,659.429993,668.000000,608.000000,645.330017,645.330017,15594400
2020-03-11,640.200012,653.580017,613.000000,634.229980,634.229980,13322500
2020-03-12,580.890015,594.500000,546.250000,560.549988,560.549988,18909100
2020-03-13,595.000000,607.570007,502.000000,546.619995,546.619995,22640300
2020-03-16,469.500000,494.869995,442.170013,445.070007,445.070007,20489500
2020-03-17,440.010010,471.850006,396.000000,430.200012,430.200012,23994600
2020-03-18,389.000000,404.859985,350.510010,361.220001,361.220001,23786200
2020-03-19,374.700012,452.000000,358.459991,427.640015,427.640015,30195500
2020-03-20,438.200012,477.000000,425.790009,427.529999,427.529999,28285500
2020-03-23,433.600006,442.000000,410.500000,434.290009,434.290009,16454500
2020-03-24,477.299988,513.690002,474.000000,505.000000,505.000000,22895200
2020-03-25,545.250000,557.000000,511.109985,539.250000,539.250000,21222700
2020-03-26,547.390015,560.000000,512.250000,528.159973,528.159973,17380700
2020-03-27,505.000000,525.799988,494.029999,514.359985,514.359985,14377400
2020-03-30,510.260010,516.650024,491.230011,502.130005,502.130005,11998100
2020-03-31,501.250000,542.960022,497.000000,524.000000,524.000000,17771500
2020-04-01,504.000000,513.950012,475.100006,481.559998,481.559998,13353200
2020-04-02,481.029999,494.260010,446.399994,454.470001,454.470001,19858400
2020-04-03,509.500000,515.489990,468.390015,480.010010,480.010010,22562100
2020-04-06,511.200012,521.000000,497.959991,516.239990,516.239990,14901800
2020-04-07,545.000000,565.000000,532.340027,545.450012,545.450012,17919800
2020-04-08,554.200012,557.210022,533.330017,548.840027,548.840027,12656000
2020-04-09,562.090027,575.179993,557.109985,573.000000,573.000000,13650000
2020-04-13,590.159973,652.000000,580.530029,650.950012,650.950012,22475400
2020-04-14,698.969971,741.880005,692.429993,709.890015,709.890015,30576500
2020-04-15,742.000000,753.130005,710.000000,729.830017,729.830017,23577000
2020-04-16,716.940002,759.450012,706.719971,745.210022,745.210022,20657900
2020-04-17,772.280029,774.950012,747.659973,753.890015,753.890015,13128200
2020-04-20,732.700012,765.570007,712.210022,746.359985,746.359985,14746600
2020-04-21,730.119995,753.330017,673.789978,686.719971,686.719971,20209100
2020-04-22,703.979980,734.000000,688.710022,732.109985,732.109985,14224800
2020-04-23,727.599976,734.000000,703.130005,705.630005,705.630005,13236700
2020-04-24,710.809998,730.729980,698.179993,725.150024,725.150024,13237600
2020-04-27,737.609985,799.489990,735.000000,798.750000,798.750000,20681400
2020-04-28,795.640015,805.000000,756.690002,769.119995,769.119995,15222000
2020-04-29,790.169983,803.200012,783.159973,800.510010,800.510010,16216000
2020-04-30,855.190002,869.820007,763.500000,781.880005,781.880005,28400100
2020-05-01,755.000000,772.770020,683.039978,701.320007,701.320007,32531800
2020-05-04,701.000000,762.000000,698.000000,761.190002,761.190002,19237100
2020-05-05,789.789978,798.919983,762.179993,768.210022,768.210022,16991700
2020-05-06,776.500000,789.799988,761.109985,782.580017,782.580017,11123200
2020-05-07,777.210022,796.400024,772.349976,780.039978,780.039978,11527700
2020-05-08,793.770020,824.000000,787.010010,819.419983,819.419983,16130100
2020-05-11,790.510010,824.000000,785.000000,811.289978,811.289978,16471100
2020-05-12,827.000000,843.289978,808.000000,809.409973,809.409973,15906900
2020-05-13,820.830017,826.000000,763.299988,790.960022,790.960022,19065500
2020-05-14,780.000000,803.359985,764.000000,803.330017,803.330017,13682200
2020-05-15,790.349976,805.049988,786.549988,799.169983,799.169983,10518400
2020-05-18,827.780029,834.719971,803.880005,813.630005,813.630005,11698100
2020-05-19,815.169983,822.070007,806.080017,808.010010,808.010010,9636500
2020-05-20,820.500000,826.000000,811.799988,815.559998,815.559998,7309300
2020-05-21,816.000000,832.500000,796.000000,827.599976,827.599976,12254600
2020-05-22,822.169983,831.780029,812.000000,816.880005,816.880005,9987500
2020-05-26,834.500000,834.599976,815.710022,818.869995,818.869995,8089700
2020-05-27,820.859985,827.710022,785.000000,820.229980,820.229980,11549500
2020-05-28,813.510010,824.750000,801.690002,805.809998,805.809998,7255600
2020-05-29,808.750000,835.000000,804.210022,835.000000,835.000000,11812500
2020-06-01,858.000000,899.000000,854.099976,898.099976,898.099976,14939500
2020-06-02,894.700012,908.659973,871.000000,881.559998,881.559998,13565600
2020-06-03,888.119995,897.940002,880.099976,882.960022,882.960022,7949500
2020-06-04,889.880005,895.750000,858.440002,864.380005,864.380005,8887700
2020-06-05,877.840027,886.520020,866.200012,885.659973,885.659973,7811900
2020-06-08,919.000000,950.000000,909.159973,949.919983,949.919983,14174700
2020-06-09,940.010010,954.440002,923.929993,940.669983,940.669983,11388200
2020-06-10,991.880005,1027.479980,982.500000,1025.050049,1025.050049,18563400
2020-06-11,990.200012,1018.960022,972.000000,972.840027,972.840027,15916500
2020-06-12,980.000000,987.979980,912.599976,935.280029,935.280029,16730200
2020-06-15,917.789978,998.840027,908.500000,990.900024,990.900024,15697200
2020-06-16,1011.849976,1012.880005,962.390015,982.130005,982.130005,14051100
2020-06-17,987.710022,1005.000000,982.570007,991.789978,991.789978,9869400
2020-06-18,1003.000000,1019.200012,994.469971,1003.960022,1003.960022,9751900
2020-06-19,1012.780029,1015.969971,991.340027,1000.900024,1000.900024,8679700
2020-06-22,999.950012,1008.880005,990.020020,994.320007,994.320007,6362400
2020-06-23,998.880005,1012.000000,994.010010,1001.780029,1001.780029,6365300
2020-06-24,994.109985,1000.880005,953.140015,960.849976,960.849976,10959600
2020-06-25,954.270020,985.979980,937.150024,985.979980,985.979980,9254500
2020-06-26,994.780029,995.000000,954.869995,959.739990,959.739990,8854900
2020-06-29,969.010010,1010.000000,948.520020,1009.349976,1009.349976,9026400
2020-06-30,1006.500000,1087.689941,1003.729980,1079.810059,1079.810059,16918500
2020-07-01,1083.000000,1135.329956,1080.500000,1119.630005,1119.630005,13326900
2020-07-02,1221.479980,1228.000000,1185.599976,1208.660034,1208.660034,17250100
2020-07-06,1276.689941,1377.790039,1266.040039,1371.579956,1371.579956,20569900
2020-07-07,1405.010010,1429.500000,1336.709961,1389.859985,1389.859985,21489700
2020-07-08,1405.000000,1417.260010,1311.339966,1365.880005,1365.880005,16311300
2020-07-09,1396.989990,1408.560059,1351.280029,1394.280029,1394.280029,11717600
2020-07-10,1396.000000,1548.920044,1376.010010,1544.650024,1544.650024,23337600
2020-07-13,1659.000000,1794.989990,1471.109985,1497.060059,1497.060059,38985400
2020-07-14,1556.000000,1590.000000,1431.000000,1516.800049,1516.800049,23418100
2020-07-15,1543.000000,1550.000000,1457.000000,1546.010010,1546.010010,16367800
2020-07-16,1477.160034,1531.709961,1466.000000,1500.640015,1500.640015,14300800
2020-07-17,1513.449951,1537.510010,1490.000000,1500.839966,1500.839966,9330000
2020-07-20,1519.010010,1650.000000,1488.000000,1643.000000,1643.000000,17121400
2020-07-21,1639.930054,1675.000000,1558.000000,1568.359985,1568.359985,16157300
2020-07-22,1599.000000,1626.420044,1562.000000,1592.329956,1592.329956,14161100
2020-07-23,1678.949951,1689.000000,1480.770020,1513.069946,1513.069946,24328500
2020-07-24,1416.010010,1465.000000,1366.540039,1417.000000,1417.000000,19396600
2020-07-27,1435.000000,1547.939941,1413.000000,1539.599976,1539.599976,16048700
2020-07-28,1504.000000,1564.699951,1474.420044,1476.489990,1476.489990,15808700
2020-07-29,1501.000000,1534.810059,1487.000000,1499.109985,1499.109985,9426900
2020-07-30,1488.000000,1513.239990,1471.000000,1487.489990,1487.489990,7621000
2020-07-31,1515.000000,1517.050049,1420.979980,1430.760010,1430.760010,12247000
2020-08-03,1449.199951,1509.810059,1444.380005,1485.000000,1485.000000,8809300
2020-08-04,1495.010010,1527.410034,1462.000000,1487.000000,1487.000000,8415000
2020-08-05,1492.989990,1499.839966,1468.310059,1485.020020,1485.020020,4978000
2020-08-06,1490.829956,1517.310059,1477.260010,1489.579956,1489.579956,5992300
2020-08-07,1499.540039,1499.750000,1415.010010,1452.709961,1452.709961,8883500
2020-08-10,1448.000000,1457.500000,1385.839966,1418.569946,1418.569946,7522300
2020-08-11,1396.000000,1420.000000,1365.000000,1374.390015,1374.390015,8625800
2020-08-12,1470.000000,1585.000000,1435.000000,1554.760010,1554.760010,21898800
2020-08-13,1611.000000,1651.180054,1567.260010,1621.000000,1621.000000,20425300
2020-08-14,1664.989990,1668.800049,1626.640015,1650.709961,1650.709961,12547000
